id1	id2	length	identity	similarity	gaps	score
CELSR3_Domain11	CDH17_Domain7	8	50	62.5	NA	22
CELSR3_Domain12	CDH17_Domain1	3	100	100	NA	18
CELSR3_Domain12	CDH17_Domain2	3	100	100	NA	19
CELSR3_Domain12	CDH17_Domain3	5	60	60	NA	16
CELSR3_Domain12	CDH17_Domain4	11	45.5	54.5	NA	17
CELSR3_Domain12	CDH17_Domain5	3	100	100	NA	15
CELSR3_Domain12	CDH17_Domain6	3	100	100	NA	15
CELSR3_Domain12	CDH17_Domain7	9	44.4	44.4	NA	27
CELSR3_Domain13	CDH17_Domain1	49	28.6	51	20.4	45.5
CELSR3_Domain13	CDH17_Domain2	43	30.2	37.2	NA	31
CELSR3_Domain13	CDH17_Domain3	19	36.8	42.1	31.6	19.5
CELSR3_Domain13	CDH17_Domain4	36	30.6	38.9	16.7	27.5
CELSR3_Domain13	CDH17_Domain5	29	24.1	44.8	24.1	26
CELSR3_Domain13	CDH17_Domain6	33	27.3	45.5	33.3	30.5
CELSR3_Domain13	CDH17_Domain7	40	30	47.5	20	35
CELSR3_Domain14	CDH17_Domain1	7	57.1	57.1	NA	16
CELSR3_Domain14	CDH17_Domain2	7	42.9	57.1	NA	20
CELSR3_Domain14	CDH17_Domain3	2	100	100	NA	16
CELSR3_Domain14	CDH17_Domain4	6	50	83.3	NA	16
CELSR3_Domain14	CDH17_Domain5	10	40	70	NA	25
CELSR3_Domain14	CDH17_Domain6	10	30	50	NA	14
CELSR3_Domain14	CDH17_Domain7	16	50	50	12.5	24.5
CELSR3_Domain15	CDH17_Domain1	40	25	47.5	32.5	26.5
CELSR3_Domain15	CDH17_Domain2	9	55.6	66.7	NA	24
CELSR3_Domain15	CDH17_Domain3	22	22.7	45.5	36.4	26.5
CELSR3_Domain15	CDH17_Domain4	29	24.1	51.7	NA	21.5
CELSR3_Domain15	CDH17_Domain5	77	22.1	41.6	23.4	38.5
CELSR3_Domain15	CDH17_Domain6	73	26	37	19.2	28
CELSR3_Domain15	CDH17_Domain7	73	30.1	41.1	20.5	34.5
CELSR3_Domain16	CDH17_Domain1	12	33.3	50	NA	21
CELSR3_Domain16	CDH17_Domain2	4	25	100	NA	15
CELSR3_Domain16	CDH17_Domain3	13	30.8	46.2	NA	19
CELSR3_Domain16	CDH17_Domain4	6	50	83.3	NA	15
CELSR3_Domain16	CDH17_Domain5	4	50	75	NA	16
CELSR3_Domain16	CDH17_Domain6	9	44.4	44.4	NA	17
CELSR3_Domain16	CDH17_Domain7	23	39.1	43.5	NA	27
CELSR3_Domain17	CDH17_Domain1	10	30	40	NA	14
CELSR3_Domain17	CDH17_Domain2	16	43.8	50	12.5	24.5
CELSR3_Domain17	CDH17_Domain3	5	60	80	NA	18
CELSR3_Domain17	CDH17_Domain4	7	28.6	42.9	NA	12
CELSR3_Domain17	CDH17_Domain5	7	57.1	57.1	42.9	17
CELSR3_Domain17	CDH17_Domain6	4	50	100	NA	16
CELSR3_Domain17	CDH17_Domain7	6	66.7	66.7	NA	26
CELSR3_Domain18	CDH17_Domain1	13	23.1	61.5	NA	23
CELSR3_Domain18	CDH17_Domain2	4	50	75	NA	17
CELSR3_Domain18	CDH17_Domain3	3	100	100	NA	21
CELSR3_Domain18	CDH17_Domain4	9	33.3	77.8	NA	20
CELSR3_Domain18	CDH17_Domain5	5	60	80	NA	19
CELSR3_Domain18	CDH17_Domain6	3	100	100	NA	22
CELSR3_Domain18	CDH17_Domain7	11	36.4	45.5	NA	20
CELSR3_Domain19	CDH17_Domain1	2	100	100	NA	12
CELSR3_Domain19	CDH17_Domain2	5	60	80	NA	18
CELSR3_Domain19	CDH17_Domain3	8	37.5	62.5	NA	16
CELSR3_Domain19	CDH17_Domain4	4	75	75	NA	16
CELSR3_Domain19	CDH17_Domain5	4	75	100	NA	18
CELSR3_Domain19	CDH17_Domain6	3	100	100	NA	19
CELSR3_Domain19	CDH17_Domain7	13	46.2	53.8	NA	26
CELSR3_Domain20	CDH17_Domain1	21	33.3	52.4	NA	18
CELSR3_Domain20	CDH17_Domain2	22	31.8	36.4	45.5	22.5
CELSR3_Domain20	CDH17_Domain3	11	36.4	36.4	NA	17
CELSR3_Domain20	CDH17_Domain4	27	22.2	44.4	14.8	15.5
CELSR3_Domain20	CDH17_Domain5	9	44.4	44.4	NA	24
CELSR3_Domain20	CDH17_Domain6	7	57.1	71.4	NA	17
CELSR3_Domain20	CDH17_Domain7	18	33.3	33.3	38.9	22
CELSR3_Domain21	CDH17_Domain1	5	40	80	NA	16
CELSR3_Domain21	CDH17_Domain2	13	23.1	53.8	NA	19
CELSR3_Domain21	CDH17_Domain3	7	57.1	85.7	NA	29
CELSR3_Domain21	CDH17_Domain4	12	41.7	41.7	NA	20
CELSR3_Domain21	CDH17_Domain5	8	62.5	75	NA	22
CELSR3_Domain21	CDH17_Domain6	5	80	80	NA	22
CELSR3_Domain21	CDH17_Domain7	19	42.1	52.6	NA	35
CEMIP2_Domain1	CDH17_Domain1	75	24	34.7	13.3	34
CEMIP2_Domain1	CDH17_Domain2	22	31.8	59.1	NA	30
CEMIP2_Domain1	CDH17_Domain3	51	29.4	37.3	33.3	25.5
CEMIP2_Domain1	CDH17_Domain4	13	30.8	61.5	NA	22
CEMIP2_Domain1	CDH17_Domain5	66	18.2	43.9	22.7	28.5
CEMIP2_Domain1	CDH17_Domain6	31	29	45.2	NA	24
CEMIP2_Domain1	CDH17_Domain7	84	20.2	35.7	21.4	25
CLIC1_Domain1	CDH17_Domain1	50	26	36	44	24.5
CLIC1_Domain1	CDH17_Domain2	11	45.5	63.6	NA	23
CLIC1_Domain1	CDH17_Domain3	85	16.5	36.5	35.3	33.5
CLIC1_Domain1	CDH17_Domain4	25	36	44	NA	21
CLIC1_Domain1	CDH17_Domain5	31	35.5	48.4	12.9	36.5
CLIC1_Domain1	CDH17_Domain6	46	30.4	37	NA	35
CLIC1_Domain1	CDH17_Domain7	5	80	80	NA	23
CLSTN1_Domain1	CDH17_Domain1	100	23	40	29	61
CLSTN1_Domain1	CDH17_Domain2	105	21.9	35.2	28.6	27.5
CLSTN1_Domain1	CDH17_Domain3	69	30.4	44.9	20.3	56
CLSTN1_Domain1	CDH17_Domain4	124	24.2	41.1	22.6	61.5
CLSTN1_Domain1	CDH17_Domain5	135	26.7	37.8	20	54
CLSTN1_Domain1	CDH17_Domain6	118	22.9	38.1	28	56
CLSTN1_Domain1	CDH17_Domain7	92	21.7	35.9	43.5	29.5
CLSTN1_Domain2	CDH17_Domain1	48	20.8	39.6	NA	36
CLSTN1_Domain2	CDH17_Domain2	120	20	35.8	27.5	49
CLSTN1_Domain2	CDH17_Domain3	96	22.9	42.7	19.8	64.5
CLSTN1_Domain2	CDH17_Domain4	82	25.6	41.5	14.6	42
CLSTN1_Domain2	CDH17_Domain5	91	25.3	36.3	36.3	43.5
CLSTN1_Domain2	CDH17_Domain6	34	23.5	44.1	NA	26
CLSTN1_Domain2	CDH17_Domain7	18	27.8	61.1	NA	26
CMTM3_Domain1	CDH17_Domain1	15	26.7	40	NA	18
CMTM3_Domain1	CDH17_Domain2	11	45.5	72.7	NA	28
CMTM3_Domain1	CDH17_Domain3	8	25	87.5	NA	20
CMTM3_Domain1	CDH17_Domain4	38	26.3	47.4	34.2	26.5
CMTM3_Domain1	CDH17_Domain5	17	41.2	52.9	17.6	23
CMTM3_Domain1	CDH17_Domain6	10	50	80	NA	27
CMTM3_Domain1	CDH17_Domain7	28	25	46.4	21.4	23.5
CMTM4_Domain1	CDH17_Domain1	13	46.2	61.5	NA	26
CMTM4_Domain1	CDH17_Domain2	45	22.2	46.7	20	25.5
CMTM4_Domain1	CDH17_Domain3	17	29.4	64.7	NA	34
CMTM4_Domain1	CDH17_Domain4	42	23.8	38.1	21.4	23.5
CMTM4_Domain1	CDH17_Domain5	37	29.7	37.8	NA	24
CMTM4_Domain1	CDH17_Domain6	14	50	57.1	NA	20
CMTM4_Domain1	CDH17_Domain7	14	35.7	42.9	NA	25
CNTN1_Domain1	CDH17_Domain1	24	25	50	20.8	25
CNTN1_Domain1	CDH17_Domain2	74	27	39.2	24.3	30.5
CNTN1_Domain1	CDH17_Domain3	67	22.4	43.3	31.3	54
CNTN1_Domain1	CDH17_Domain4	57	22.8	40.4	22.8	33.5
CNTN1_Domain1	CDH17_Domain5	31	29	45.2	NA	20
CNTN1_Domain1	CDH17_Domain6	34	23.5	41.2	NA	28
CNTN1_Domain1	CDH17_Domain7	7	85.7	85.7	NA	24
CNTN1_Domain2	CDH17_Domain1	38	23.7	42.1	18.4	24.5
CNTN1_Domain2	CDH17_Domain2	31	22.6	32.3	35.5	26
CNTN1_Domain2	CDH17_Domain3	33	21.2	45.5	18.2	25
CNTN1_Domain2	CDH17_Domain4	60	23.3	36.7	25	32
CNTN1_Domain2	CDH17_Domain5	7	71.4	71.4	NA	24
CNTN1_Domain2	CDH17_Domain6	84	22.6	34.5	38.1	24.5
CNTN1_Domain2	CDH17_Domain7	25	36	52	32	23
CNTN1_Domain3	CDH17_Domain1	9	55.6	77.8	NA	30
CNTN1_Domain3	CDH17_Domain2	9	33.3	77.8	NA	21
CNTN1_Domain3	CDH17_Domain3	11	45.5	72.7	NA	27
CNTN1_Domain3	CDH17_Domain4	41	24.4	43.9	NA	22.5
CNTN1_Domain3	CDH17_Domain5	32	28.1	53.1	NA	25
CNTN1_Domain3	CDH17_Domain6	24	33.3	62.5	NA	26
CNTN1_Domain3	CDH17_Domain7	61	23	42.6	13.1	21.5
CNTN1_Domain4	CDH17_Domain1	31	32.3	41.9	29	27.5
CNTN1_Domain4	CDH17_Domain2	70	25.7	38.6	31.4	27
CNTN1_Domain4	CDH17_Domain3	59	18.6	35.6	32.2	32.5
CNTN1_Domain4	CDH17_Domain4	62	25.8	35.5	25.8	19.5
CNTN1_Domain4	CDH17_Domain5	74	25.7	32.4	35.1	25.5
CNTN1_Domain4	CDH17_Domain6	3	100	100	NA	20
CNTN1_Domain4	CDH17_Domain7	16	31.2	50	NA	21
CNTN1_Domain5	CDH17_Domain1	5	60	80	NA	19
CNTN1_Domain5	CDH17_Domain2	47	25.5	40.4	38.3	30.5
CNTN1_Domain5	CDH17_Domain3	52	17.3	38.5	30.8	23
CNTN1_Domain5	CDH17_Domain4	13	46.2	53.8	NA	28
CNTN1_Domain5	CDH17_Domain5	33	24.2	36.4	30.3	20.5
CNTN1_Domain5	CDH17_Domain6	16	31.2	62.5	12.5	23.5
CNTN1_Domain5	CDH17_Domain7	75	24	37.3	41.3	37.5
CNTN1_Domain6	CDH17_Domain1	82	23.2	36.6	25.6	27
CNTN1_Domain6	CDH17_Domain2	9	55.6	66.7	NA	23
CNTN1_Domain6	CDH17_Domain3	55	27.3	49.1	23.6	25.5
CNTN1_Domain6	CDH17_Domain4	61	19.7	42.6	19.7	22.5
CNTN1_Domain6	CDH17_Domain5	4	100	100	NA	21
CNTN1_Domain6	CDH17_Domain6	36	25	50	25	31
CNTN1_Domain6	CDH17_Domain7	7	42.9	71.4	NA	17
CNTN1_Domain7	CDH17_Domain1	52	21.2	34.6	30.8	27.5
CNTN1_Domain7	CDH17_Domain2	27	22.2	37	NA	22
CNTN1_Domain7	CDH17_Domain3	83	18.1	33.7	21.7	30
CNTN1_Domain7	CDH17_Domain4	9	33.3	77.8	NA	23
CNTN1_Domain7	CDH17_Domain5	41	34.1	41.5	29.3	34
CNTN1_Domain7	CDH17_Domain6	36	25	41.7	NA	30
CNTN1_Domain7	CDH17_Domain7	50	26	42	30	27.5
CNTN1_Domain8	CDH17_Domain1	88	15.9	33	28.4	27
CNTN1_Domain8	CDH17_Domain2	22	22.7	45.5	NA	25
CNTN1_Domain8	CDH17_Domain3	58	31	39.7	24.1	39
CNTN1_Domain8	CDH17_Domain4	9	55.6	77.8	NA	27
CNTN1_Domain8	CDH17_Domain5	67	28.4	43.3	19.4	49
CNTN1_Domain8	CDH17_Domain6	40	22.5	32.5	25	26.5
CNTN1_Domain8	CDH17_Domain7	43	25.6	41.9	NA	25.5
CNTN1_Domain9	CDH17_Domain1	15	46.7	60	NA	25
CNTN1_Domain9	CDH17_Domain2	22	27.3	54.5	NA	25
CNTN1_Domain9	CDH17_Domain3	8	62.5	75	NA	25
CNTN1_Domain9	CDH17_Domain4	6	66.7	100	NA	27
CNTN1_Domain9	CDH17_Domain5	12	50	58.3	NA	23
CNTN1_Domain9	CDH17_Domain6	10	70	70	NA	27
CNTN1_Domain9	CDH17_Domain7	11	36.4	45.5	NA	22
CNTN1_Domain10	CDH17_Domain1	39	23.1	33.3	51.3	26
CNTN1_Domain10	CDH17_Domain2	89	21.3	33.7	25.8	32
CNTN1_Domain10	CDH17_Domain3	42	23.8	40.5	23.8	25
CNTN1_Domain10	CDH17_Domain4	13	30.8	69.2	NA	28
CNTN1_Domain10	CDH17_Domain5	39	25.6	46.2	28.2	32.5
CNTN1_Domain10	CDH17_Domain6	77	22.1	35.1	39	36.5
CNTN1_Domain10	CDH17_Domain7	84	27.4	41.7	34.5	46.5
CSK_Domain1	CDH17_Domain1	16	37.5	56.2	NA	27
CSK_Domain1	CDH17_Domain2	17	35.3	52.9	29.4	26
CSK_Domain1	CDH17_Domain3	11	45.5	45.5	NA	23
CSK_Domain1	CDH17_Domain4	20	40	45	15	21
CSK_Domain1	CDH17_Domain5	54	25.9	40.7	NA	27.5
CSK_Domain1	CDH17_Domain6	27	22.2	25.9	51.9	19.5
CSK_Domain1	CDH17_Domain7	24	37.5	45.8	20.8	23.5
CSK_Domain2	CDH17_Domain1	66	21.2	40.9	24.2	26
CSK_Domain2	CDH17_Domain2	10	30	90	NA	23
CSK_Domain2	CDH17_Domain3	18	33.3	44.4	NA	23
CSK_Domain2	CDH17_Domain4	25	40	52	24	33
CSK_Domain2	CDH17_Domain5	52	25	38.5	21.2	31
CSK_Domain2	CDH17_Domain6	11	36.4	54.5	NA	20
CSK_Domain2	CDH17_Domain7	20	30	50	NA	27
CSK_Domain3	CDH17_Domain1	71	22.5	39.4	18.3	30.5
CSK_Domain3	CDH17_Domain2	77	27.3	40.3	19.5	35
CSK_Domain3	CDH17_Domain3	39	20.5	43.6	23.1	31
CSK_Domain3	CDH17_Domain4	30	33.3	50	33.3	29
CSK_Domain3	CDH17_Domain5	116	19	37.1	12.1	27
CSK_Domain3	CDH17_Domain6	60	30	41.7	21.7	28.5
CSK_Domain3	CDH17_Domain7	15	40	53.3	NA	27
CTTN_Domain1	CDH17_Domain1	9	33.3	77.8	NA	17
CTTN_Domain1	CDH17_Domain2	23	30.4	47.8	NA	22
CTTN_Domain1	CDH17_Domain3	20	45	50	NA	28
CTTN_Domain1	CDH17_Domain4	3	100	100	NA	16
CTTN_Domain1	CDH17_Domain5	25	20	52	12	25
CTTN_Domain1	CDH17_Domain6	39	17.9	41	30.8	24
CTTN_Domain1	CDH17_Domain7	11	36.4	63.6	NA	23
DCHS1_Domain1	CDH17_Domain1	103	29.1	44.7	15.5	94.5
DCHS1_Domain1	CDH17_Domain2	52	34.6	38.5	26.9	27
DCHS1_Domain1	CDH17_Domain3	55	38.2	56.4	12.7	85.5
DCHS1_Domain1	CDH17_Domain4	102	22.5	42.2	NA	58
DCHS1_Domain1	CDH17_Domain5	112	24.1	41.1	15.2	51
DCHS1_Domain1	CDH17_Domain6	98	27.6	48	12.2	77.5
DCHS1_Domain1	CDH17_Domain7	36	33.3	41.7	NA	25.5
DCHS1_Domain2	CDH17_Domain1	83	26.5	37.3	27.7	72.5
DCHS1_Domain2	CDH17_Domain2	99	19.2	29.3	44.4	29
DCHS1_Domain2	CDH17_Domain3	48	33.3	47.9	NA	64
DCHS1_Domain2	CDH17_Domain4	121	22.3	35.5	17.4	53
DCHS1_Domain2	CDH17_Domain5	123	26	38.2	24.4	42
DCHS1_Domain2	CDH17_Domain6	103	27.2	45.6	10.7	85
DCHS1_Domain2	CDH17_Domain7	47	25.5	38.3	29.8	43.5
DCHS1_Domain3	CDH17_Domain1	98	33.7	44.9	10.2	108.5
DCHS1_Domain3	CDH17_Domain2	98	29.6	42.9	18.4	82
DCHS1_Domain3	CDH17_Domain3	58	34.5	51.7	NA	78
DCHS1_Domain3	CDH17_Domain4	102	26.5	43.1	NA	65
DCHS1_Domain3	CDH17_Domain5	104	30.8	48.1	NA	103.5
DCHS1_Domain3	CDH17_Domain6	114	30.7	46.5	17.5	84
DCHS1_Domain3	CDH17_Domain7	89	24.7	39.3	37.1	49
DCHS1_Domain4	CDH17_Domain1	98	26.5	43.9	NA	107.5
DCHS1_Domain4	CDH17_Domain2	81	22.2	44.4	16	48
DCHS1_Domain4	CDH17_Domain3	54	40.7	50	NA	89
DCHS1_Domain4	CDH17_Domain4	108	23.1	42.6	13.9	68.5
DCHS1_Domain4	CDH17_Domain5	115	25.2	43.5	13.9	52.5
DCHS1_Domain4	CDH17_Domain6	98	32.7	46.9	NA	106
DCHS1_Domain4	CDH17_Domain7	97	28.9	35.1	30.9	58
DCHS1_Domain5	CDH17_Domain1	91	25.3	41.8	NA	70.5
DCHS1_Domain5	CDH17_Domain2	90	27.8	40	12.2	55.5
DCHS1_Domain5	CDH17_Domain3	56	35.7	46.4	NA	66
DCHS1_Domain5	CDH17_Domain4	101	24.8	39.6	17.8	49.5
DCHS1_Domain5	CDH17_Domain5	107	22.4	40.2	21.5	62
DCHS1_Domain5	CDH17_Domain6	104	35.6	56.7	NA	123.5
DCHS1_Domain5	CDH17_Domain7	83	22.9	44.6	NA	72
DCHS1_Domain6	CDH17_Domain1	114	21.9	36	33.3	64.5
DCHS1_Domain6	CDH17_Domain2	88	29.5	50	NA	86.5
DCHS1_Domain6	CDH17_Domain3	59	39	54.2	10.2	81
DCHS1_Domain6	CDH17_Domain4	57	22.8	47.4	NA	47
DCHS1_Domain6	CDH17_Domain5	122	27	38.5	25.4	62.5
DCHS1_Domain6	CDH17_Domain6	105	35.2	46.7	11.4	109.5
DCHS1_Domain6	CDH17_Domain7	32	37.5	53.1	25	38.5
DCHS1_Domain7	CDH17_Domain1	98	23.5	39.8	NA	64.5
DCHS1_Domain7	CDH17_Domain2	116	26.7	43.1	15.5	70
DCHS1_Domain7	CDH17_Domain3	95	18.9	33.7	NA	41.5
DCHS1_Domain7	CDH17_Domain4	100	23	46	16	49.5
DCHS1_Domain7	CDH17_Domain5	70	25.7	48.6	NA	61
DCHS1_Domain7	CDH17_Domain6	99	24.2	43.4	NA	70
DCHS1_Domain7	CDH17_Domain7	83	27.7	34.9	32.5	48
DCHS1_Domain8	CDH17_Domain1	100	32	47	11	76
DCHS1_Domain8	CDH17_Domain2	70	22.9	41.4	10	25.5
DCHS1_Domain8	CDH17_Domain3	77	31.2	41.6	NA	62.5
DCHS1_Domain8	CDH17_Domain4	110	24.5	39.1	15.5	69.5
DCHS1_Domain8	CDH17_Domain5	111	23.4	43.2	14.4	56.5
DCHS1_Domain8	CDH17_Domain6	105	41.9	56.2	12.4	145.5
DCHS1_Domain8	CDH17_Domain7	42	31	40.5	NA	27
DCHS1_Domain9	CDH17_Domain1	89	23.6	34.8	21.3	37.5
DCHS1_Domain9	CDH17_Domain2	86	23.3	40.7	12.8	63
DCHS1_Domain9	CDH17_Domain3	51	23.5	45.1	NA	39
DCHS1_Domain9	CDH17_Domain4	86	24.4	39.5	NA	47.5
DCHS1_Domain9	CDH17_Domain5	111	24.3	43.2	14.4	64.5
DCHS1_Domain9	CDH17_Domain6	92	26.1	46.7	22.8	76.5
DCHS1_Domain9	CDH17_Domain7	86	29.1	34.9	27.9	57.5
DCHS1_Domain10	CDH17_Domain1	93	26.9	46.2	15.1	69.5
DCHS1_Domain10	CDH17_Domain2	67	20.9	41.8	NA	27
DCHS1_Domain10	CDH17_Domain3	61	27.9	50.8	NA	61.5
DCHS1_Domain10	CDH17_Domain4	40	32.5	37.5	25	35
DCHS1_Domain10	CDH17_Domain5	64	23.4	42.2	14.1	51.5
DCHS1_Domain10	CDH17_Domain6	112	25.9	43.8	23.2	87
DCHS1_Domain10	CDH17_Domain7	24	29.2	41.7	41.7	28.5
DCHS1_Domain11	CDH17_Domain1	99	27.3	42.4	33.3	83
DCHS1_Domain11	CDH17_Domain2	100	30	50	10	96
DCHS1_Domain11	CDH17_Domain3	91	29.7	42.9	19.8	99.5
DCHS1_Domain11	CDH17_Domain4	105	30.5	43.8	10.5	93.5
DCHS1_Domain11	CDH17_Domain5	114	23.7	44.7	15.8	54
DCHS1_Domain11	CDH17_Domain6	98	34.7	55.1	NA	124.5
DCHS1_Domain11	CDH17_Domain7	77	31.2	50.6	15.6	73.5
DCHS1_Domain12	CDH17_Domain1	64	23.4	39.1	10.9	37.5
DCHS1_Domain12	CDH17_Domain2	109	21.1	33	42.2	45.5
DCHS1_Domain12	CDH17_Domain3	48	33.3	50	NA	58
DCHS1_Domain12	CDH17_Domain4	81	28.4	44.4	12.3	61
DCHS1_Domain12	CDH17_Domain5	78	25.6	38.5	41	55
DCHS1_Domain12	CDH17_Domain6	81	33.3	46.9	NA	75
DCHS1_Domain12	CDH17_Domain7	92	26.1	37	28.3	48.5
DCHS1_Domain13	CDH17_Domain1	108	27.8	41.7	21.3	76.5
DCHS1_Domain13	CDH17_Domain2	55	23.6	34.5	27.3	28.5
DCHS1_Domain13	CDH17_Domain3	69	29	49.3	NA	62
DCHS1_Domain13	CDH17_Domain4	111	26.1	38.7	NA	57
DCHS1_Domain13	CDH17_Domain5	113	27.4	42.5	15.9	71.5
DCHS1_Domain13	CDH17_Domain6	99	29.3	51.5	NA	120.5
DCHS1_Domain13	CDH17_Domain7	38	28.9	39.5	34.2	25.5
DCHS1_Domain14	CDH17_Domain1	116	27.6	34.5	26.7	83.5
DCHS1_Domain14	CDH17_Domain2	106	26.4	43.4	NA	89.5
DCHS1_Domain14	CDH17_Domain3	84	28.6	41.7	20.2	47.5
DCHS1_Domain14	CDH17_Domain4	105	27.6	42.9	10.5	91.5
DCHS1_Domain14	CDH17_Domain5	117	28.2	45.3	17.1	69.5
DCHS1_Domain14	CDH17_Domain6	94	26.6	42.6	11.7	51.5
DCHS1_Domain14	CDH17_Domain7	23	39.1	43.5	43.5	27.5
DCHS1_Domain15	CDH17_Domain1	107	30.8	38.3	17.8	99.5
DCHS1_Domain15	CDH17_Domain2	98	20.4	42.9	21.4	54
DCHS1_Domain15	CDH17_Domain3	50	40	54	NA	92
DCHS1_Domain15	CDH17_Domain4	111	25.2	44.1	10.8	71.5
DCHS1_Domain15	CDH17_Domain5	112	30.4	42.9	17.9	85
DCHS1_Domain15	CDH17_Domain6	97	30.9	48.5	NA	114
DCHS1_Domain15	CDH17_Domain7	82	25.6	37.8	NA	52
DCHS1_Domain16	CDH17_Domain1	94	30.9	44.7	NA	85
DCHS1_Domain16	CDH17_Domain2	115	26.1	40.9	29.6	78.5
DCHS1_Domain16	CDH17_Domain3	98	30.6	44.9	14.3	84.5
DCHS1_Domain16	CDH17_Domain4	104	27.9	43.3	12.5	71.5
DCHS1_Domain16	CDH17_Domain5	121	24.8	44.6	19	68
DCHS1_Domain16	CDH17_Domain6	99	23.2	42.4	NA	64
DCHS1_Domain16	CDH17_Domain7	28	35.7	64.3	10.7	43
DCHS1_Domain17	CDH17_Domain1	101	27.7	44.6	NA	98
DCHS1_Domain17	CDH17_Domain2	113	25.7	38.9	20.4	56
DCHS1_Domain17	CDH17_Domain3	99	35.4	50.5	13.1	97
DCHS1_Domain17	CDH17_Domain4	106	29.2	41.5	12.3	81
DCHS1_Domain17	CDH17_Domain5	114	22.8	39.5	20.2	65.5
DCHS1_Domain17	CDH17_Domain6	100	30	52	NA	98.5
DCHS1_Domain17	CDH17_Domain7	84	26.2	33.3	21.4	50.5
DCHS1_Domain18	CDH17_Domain1	108	30.6	47.2	13	111
DCHS1_Domain18	CDH17_Domain2	112	27.7	35.7	22.3	57
DCHS1_Domain18	CDH17_Domain3	51	35.3	54.9	NA	82
DCHS1_Domain18	CDH17_Domain4	113	30.1	42.5	10.6	105
DCHS1_Domain18	CDH17_Domain5	112	24.1	41.1	11.6	67
DCHS1_Domain18	CDH17_Domain6	99	31.3	49.5	NA	109.5
DCHS1_Domain18	CDH17_Domain7	89	23.6	37.1	NA	41
DCHS1_Domain19	CDH17_Domain1	79	21.5	34.2	41.8	34
DCHS1_Domain19	CDH17_Domain2	76	22.4	30.3	39.5	42
DCHS1_Domain19	CDH17_Domain3	64	29.7	43.8	29.7	30.5
DCHS1_Domain19	CDH17_Domain4	50	30	52	14	50
DCHS1_Domain19	CDH17_Domain5	29	27.6	58.6	NA	38
DCHS1_Domain19	CDH17_Domain6	75	26.7	41.3	16	51
DCHS1_Domain19	CDH17_Domain7	15	46.7	60	NA	30
DCHS1_Domain20	CDH17_Domain1	94	27.7	38.3	24.5	67.5
DCHS1_Domain20	CDH17_Domain2	86	27.9	43	10.5	69
DCHS1_Domain20	CDH17_Domain3	28	28.6	57.1	NA	33
DCHS1_Domain20	CDH17_Domain4	77	22.1	40.3	NA	50.5
DCHS1_Domain20	CDH17_Domain5	112	25.9	47.3	17	87
DCHS1_Domain20	CDH17_Domain6	100	35	47	NA	87.5
DCHS1_Domain20	CDH17_Domain7	73	20.5	43.8	12.3	36
DCHS1_Domain21	CDH17_Domain1	81	29.6	43.2	12.3	80
DCHS1_Domain21	CDH17_Domain2	92	28.3	40.2	21.7	63
DCHS1_Domain21	CDH17_Domain3	96	31.2	40.6	10.4	56.5
DCHS1_Domain21	CDH17_Domain4	108	21.3	38.9	NA	42.5
DCHS1_Domain21	CDH17_Domain5	105	24.8	40	12.4	60.5
DCHS1_Domain21	CDH17_Domain6	75	36	54.7	NA	109.5
DCHS1_Domain21	CDH17_Domain7	85	30.6	40	NA	47.5
DCHS1_Domain22	CDH17_Domain1	88	29.5	44.3	NA	76.5
DCHS1_Domain22	CDH17_Domain2	68	23.5	36.8	29.4	31
DCHS1_Domain22	CDH17_Domain3	86	34.9	47.7	11.6	90
DCHS1_Domain22	CDH17_Domain4	109	25.7	41.3	NA	72
DCHS1_Domain22	CDH17_Domain5	118	27.1	39.8	27.1	84
DCHS1_Domain22	CDH17_Domain6	110	24.5	43.6	28.2	91.5
DCHS1_Domain22	CDH17_Domain7	81	29.6	48.1	12.3	52.5
DCHS1_Domain23	CDH17_Domain1	106	17.9	34.9	22.6	41.5
DCHS1_Domain23	CDH17_Domain2	93	26.9	44.1	18.3	72.5
DCHS1_Domain23	CDH17_Domain3	103	23.3	38.8	11.7	51
DCHS1_Domain23	CDH17_Domain4	114	23.7	44.7	16.7	54
DCHS1_Domain23	CDH17_Domain5	112	29.5	42.9	16.1	73.5
DCHS1_Domain23	CDH17_Domain6	105	25.7	46.7	NA	78.5
DCHS1_Domain23	CDH17_Domain7	42	28.6	45.2	NA	41.5
DCHS1_Domain24	CDH17_Domain1	80	30	42.5	18.8	91
DCHS1_Domain24	CDH17_Domain2	125	20.8	34.4	21.6	60.5
DCHS1_Domain24	CDH17_Domain3	49	36.7	49	NA	78
DCHS1_Domain24	CDH17_Domain4	124	23.4	43.5	28.2	78
DCHS1_Domain24	CDH17_Domain5	122	33.6	48.4	20.5	118
DCHS1_Domain24	CDH17_Domain6	116	25.9	44	19.8	96
DCHS1_Domain24	CDH17_Domain7	100	24	37	24	53.5
DCHS1_Domain25	CDH17_Domain1	78	35.9	47.4	12.8	103
DCHS1_Domain25	CDH17_Domain2	90	22.2	44.4	11.1	53
DCHS1_Domain25	CDH17_Domain3	94	21.3	37.2	13.8	57.5
DCHS1_Domain25	CDH17_Domain4	104	26	44.2	10.6	64
DCHS1_Domain25	CDH17_Domain5	111	29.7	49.5	12.6	107
DCHS1_Domain25	CDH17_Domain6	102	27.5	52.9	10.8	90
DCHS1_Domain25	CDH17_Domain7	64	26.6	43.8	NA	48
